# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 18K of event 'cycles'
# Event count (approx.): 1004956412
#
# Overhead  Command  Shared Object        Symbol                                    
# ........  .......  ...................  ..........................................
#
     0.00%  python   libc-2.19.so         [.] getenv                                
     0.00%  python   libc-2.19.so         [.] 0x00075800                            
     0.00%  python   libpthread-2.19.so   [.] pthread_mutex_unlock                  
     0.00%  python   libpthread-2.19.so   [.] 0x00004694                            
     0.00%  python   libpthread-2.19.so   [.] 0x00015130                            
     0.00%  python   libpython2.7.so.1.0  [.] PyThread_acquire_lock                 
     0.00%  python   libpython2.7.so.1.0  [.] PyThread_allocate_lock                
     0.00%  python   libpython2.7.so.1.0  [.] Py_BuildValue                         
     0.00%  python   libpython2.7.so.1.0  [.] Py_Main                               
     0.00%  python   libpython2.7.so.1.0  [.] _MIPS_STUBS_                          
     0.00%  python   libpython2.7.so.1.0  [.] _init                                 
     0.00%  python   libpython2.7.so.1.0  [.] type_mro_modified                     
     0.00%  python   [kernel.kallsyms]    [k] perf_event_mmap_output                
     0.00%  python   [kernel.kallsyms]    [k] vma_interval_tree_insert              
     0.00%  python   ld-2.19.so           [.] 0x00008f94                            
     0.00%  python   ld-2.19.so           [.] 0x0000910c                            
     0.00%  python   ld-2.19.so           [.] 0x00009238                            
     0.00%  python   ld-2.19.so           [.] 0x00009324                            
     0.00%  python   ld-2.19.so           [.] 0x0000933c                            
     0.00%  python   ld-2.19.so           [.] 0x00009364                            
     0.00%  python   ld-2.19.so           [.] 0x0000939c                            
     0.00%  python   ld-2.19.so           [.] 0x00009584                            
     0.00%  python   ld-2.19.so           [.] 0x000097dc                            
     0.00%  python   ld-2.19.so           [.] 0x00009fa0                            
     0.00%  python   ld-2.19.so           [.] 0x0000b338                            
     0.00%  python   [kernel.kallsyms]    [k] vm_mmap_pgoff                         
     0.00%  python   [kernel.kallsyms]    [k] move_page_tables                      
     0.00%  python   [kernel.kallsyms]    [k] filemap_fault                         
     0.00%  python   [kernel.kallsyms]    [k] mprotect_fixup                        
     0.00%  python   [kernel.kallsyms]    [k] change_protection                     
     0.00%  python   [kernel.kallsyms]    [k] r4k_flush_cache_range                 
     0.00%  python   [kernel.kallsyms]    [k] d_path                                
     0.00%  python   [kernel.kallsyms]    [k] unmapped_area_topdown                 
     0.00%  python   [kernel.kallsyms]    [k] vma_merge                             
     0.00%  python   [kernel.kallsyms]    [k] do_read_fault.isra.98                 
     0.00%  python   ld-2.19.so           [.] 0x00008ee0                            
     0.00%  python   ld-2.19.so           [.] 0x00008ee8                            
     0.00%  python   ld-2.19.so           [.] 0x00008f08                            
     0.00%  python   ld-2.19.so           [.] 0x00008f44                            
     0.00%  python   ld-2.19.so           [.] 0x00008f4c                            
     0.00%  python   ld-2.19.so           [.] 0x00008f6c                            
     0.00%  python   ld-2.19.so           [.] 0x00008f80                            
     0.00%  python   ld-2.19.so           [.] 0x00009014                            
     0.00%  python   ld-2.19.so           [.] 0x0000907c                            
     0.00%  python   ld-2.19.so           [.] 0x000090b0                            
     0.00%  python   ld-2.19.so           [.] 0x000090c4                            
     0.00%  python   ld-2.19.so           [.] 0x00009160                            
     0.00%  python   ld-2.19.so           [.] 0x00009164                            
     0.00%  python   ld-2.19.so           [.] 0x0000917c                            
     0.00%  python   ld-2.19.so           [.] 0x00009198                            
     0.00%  python   ld-2.19.so           [.] 0x0000919c                            
     0.00%  python   ld-2.19.so           [.] 0x0000922c                            
     0.00%  python   ld-2.19.so           [.] 0x000093a0                            
     0.00%  python   ld-2.19.so           [.] 0x000093c4                            
     0.00%  python   ld-2.19.so           [.] 0x000093d0                            
     0.00%  python   ld-2.19.so           [.] 0x000093d8                            
     0.00%  python   ld-2.19.so           [.] 0x000093ec                            
     0.00%  python   ld-2.19.so           [.] 0x0000942c                            
     0.00%  python   ld-2.19.so           [.] 0x00009440                            
     0.00%  python   ld-2.19.so           [.] 0x0000986c                            
     0.00%  python   ld-2.19.so           [.] 0x000098a4                            
     0.00%  python   ld-2.19.so           [.] 0x000098f8                            
     0.00%  python   ld-2.19.so           [.] 0x0000997c                            
     0.00%  python   ld-2.19.so           [.] 0x00009a30                            
     0.00%  python   ld-2.19.so           [.] 0x00009f8c                            
     0.00%  python   ld-2.19.so           [.] 0x00009f9c                            
     0.00%  python   ld-2.19.so           [.] 0x0000a3d4                            
     0.00%  python   ld-2.19.so           [.] 0x0000a660                            
     0.00%  python   ld-2.19.so           [.] 0x0000b3c4                            
     0.00%  python   ld-2.19.so           [.] 0x0000b4bc                            
     0.00%  python   ld-2.19.so           [.] 0x0000b508                            
     0.00%  python   ld-2.19.so           [.] 0x0000b53c                            
     0.00%  python   ld-2.19.so           [.] 0x0000b9f0                            
     0.00%  python   ld-2.19.so           [.] 0x00019910                            
     0.00%  python   [kernel.kallsyms]    [k] __rb_insert_augmented                 
     0.00%  python   [kernel.kallsyms]    [k] do_cow_fault.isra.99                  
     0.00%  python   [kernel.kallsyms]    [k] perf_event_comm_output                
     0.00%  python   [kernel.kallsyms]    [k] setup_arg_pages                       
     0.00%  python   [kernel.kallsyms]    [k] __vma_link_rb                         
     0.00%  python   [kernel.kallsyms]    [k] prepend_name                          
     0.00%  python   [kernel.kallsyms]    [k] strlen                                
     0.00%  python   [kernel.kallsyms]    [k] arch_get_unmapped_area_common         
     0.00%  python   [kernel.kallsyms]    [k] do_close_on_exec                      
     0.00%  python   [kernel.kallsyms]    [k] kfree                                 
     0.00%  python   [kernel.kallsyms]    [k] find_vma_links                        
     0.00%  python   [kernel.kallsyms]    [k] __kmalloc                             
     0.00%  python   [kernel.kallsyms]    [k] __rcu_process_callbacks               
     0.00%  python   [kernel.kallsyms]    [k] __vm_enough_memory                    
     0.00%  python   [kernel.kallsyms]    [k] anon_vma_interval_tree_insert         
     0.00%  python   [kernel.kallsyms]    [k] copy_user_highpage                    
     0.00%  python   [kernel.kallsyms]    [k] get_unmapped_area                     
     0.00%  python   [kernel.kallsyms]    [k] new_sync_read                         
     0.00%  python   [kernel.kallsyms]    [k] vma_link                              
     0.00%  python   [kernel.kallsyms]    [k] __split_vma.isra.37                   
     0.00%  python   [kernel.kallsyms]    [k] down_write                            
     0.00%  python   [kernel.kallsyms]    [k] page_add_file_rmap                    
     0.00%  python   [kernel.kallsyms]    [k] vma_gap_update                        
     0.00%  python   ld-2.19.so           [.] 0x00000c0c                            
     0.00%  python   ld-2.19.so           [.] 0x00003280                            
     0.00%  python   ld-2.19.so           [.] 0x00008edc                            
     0.00%  python   ld-2.19.so           [.] 0x00008f28                            
     0.00%  python   ld-2.19.so           [.] 0x00008f34                            
     0.00%  python   ld-2.19.so           [.] 0x00008f3c                            
     0.00%  python   ld-2.19.so           [.] 0x00008f48                            
     0.00%  python   ld-2.19.so           [.] 0x00008f64                            
     0.00%  python   ld-2.19.so           [.] 0x00008f7c                            
     0.00%  python   ld-2.19.so           [.] 0x00008f98                            
     0.00%  python   ld-2.19.so           [.] 0x00009004                            
     0.00%  python   ld-2.19.so           [.] 0x00009060                            
     0.00%  python   ld-2.19.so           [.] 0x00009084                            
     0.00%  python   ld-2.19.so           [.] 0x000090c0                            
     0.00%  python   ld-2.19.so           [.] 0x000090cc                            
     0.00%  python   ld-2.19.so           [.] 0x000090dc                            
     0.00%  python   ld-2.19.so           [.] 0x000090e8                            
     0.00%  python   ld-2.19.so           [.] 0x000090ec                            
     0.00%  python   ld-2.19.so           [.] 0x000090f0                            
     0.00%  python   ld-2.19.so           [.] 0x00009110                            
     0.00%  python   ld-2.19.so           [.] 0x0000911c                            
     0.00%  python   ld-2.19.so           [.] 0x00009150                            
     0.00%  python   ld-2.19.so           [.] 0x00009154                            
     0.00%  python   ld-2.19.so           [.] 0x00009168                            
     0.00%  python   ld-2.19.so           [.] 0x00009180                            
     0.00%  python   ld-2.19.so           [.] 0x000091c8                            
     0.00%  python   ld-2.19.so           [.] 0x00009210                            
     0.00%  python   ld-2.19.so           [.] 0x0000923c                            
     0.00%  python   ld-2.19.so           [.] 0x0000938c                            
     0.00%  python   ld-2.19.so           [.] 0x000093b0                            
     0.00%  python   ld-2.19.so           [.] 0x000093c8                            
     0.00%  python   ld-2.19.so           [.] 0x000093f0                            
     0.00%  python   ld-2.19.so           [.] 0x000094a8                            
     0.00%  python   ld-2.19.so           [.] 0x00009818                            
     0.00%  python   ld-2.19.so           [.] 0x00009870                            
     0.00%  python   ld-2.19.so           [.] 0x00009878                            
     0.00%  python   ld-2.19.so           [.] 0x0000987c                            
     0.00%  python   ld-2.19.so           [.] 0x000098ac                            
     0.00%  python   ld-2.19.so           [.] 0x000098b0                            
     0.00%  python   ld-2.19.so           [.] 0x00009934                            
     0.00%  python   ld-2.19.so           [.] 0x00009938                            
     0.00%  python   ld-2.19.so           [.] 0x00009990                            
     0.00%  python   ld-2.19.so           [.] 0x000099b0                            
     0.00%  python   ld-2.19.so           [.] 0x000099c8                            
     0.00%  python   ld-2.19.so           [.] 0x00009a34                            
     0.00%  python   ld-2.19.so           [.] 0x00009c98                            
     0.00%  python   ld-2.19.so           [.] 0x00009ca0                            
     0.00%  python   ld-2.19.so           [.] 0x00009ca8                            
     0.00%  python   ld-2.19.so           [.] 0x00009cb0                            
     0.00%  python   ld-2.19.so           [.] 0x00009cf0                            
     0.00%  python   ld-2.19.so           [.] 0x00009f88                            
     0.00%  python   ld-2.19.so           [.] 0x0000ae70                            
     0.00%  python   ld-2.19.so           [.] 0x0000af64                            
     0.00%  python   ld-2.19.so           [.] 0x0000af78                            
     0.00%  python   ld-2.19.so           [.] 0x0000af8c                            
     0.00%  python   ld-2.19.so           [.] 0x0000afc8                            
     0.00%  python   ld-2.19.so           [.] 0x0000b1c4                            
     0.00%  python   ld-2.19.so           [.] 0x0000b1c8                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2a4                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2a8                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2b4                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2c8                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2dc                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2f4                            
     0.00%  python   ld-2.19.so           [.] 0x0000b2fc                            
     0.00%  python   ld-2.19.so           [.] 0x0000b310                            
     0.00%  python   ld-2.19.so           [.] 0x0000b31c                            
     0.00%  python   ld-2.19.so           [.] 0x0000b32c                            
     0.00%  python   ld-2.19.so           [.] 0x0000b330                            
     0.00%  python   ld-2.19.so           [.] 0x0000b348                            
     0.00%  python   ld-2.19.so           [.] 0x0000b3c8                            
     0.00%  python   ld-2.19.so           [.] 0x0000b488                            
     0.00%  python   ld-2.19.so           [.] 0x0000b4b0                            
     0.00%  python   ld-2.19.so           [.] 0x0000b4b8                            
     0.00%  python   ld-2.19.so           [.] 0x0000b538                            
     0.00%  python   ld-2.19.so           [.] 0x0000b544                            
     0.00%  python   ld-2.19.so           [.] 0x0000b748                            
     0.00%  python   ld-2.19.so           [.] 0x0000b7ec                            
     0.00%  python   ld-2.19.so           [.] 0x0000b7f4                            
     0.00%  python   ld-2.19.so           [.] 0x0000b82c                            
     0.00%  python   ld-2.19.so           [.] 0x0000b978                            
     0.00%  python   ld-2.19.so           [.] 0x0000bb18                            
     0.00%  python   ld-2.19.so           [.] 0x0000bc88                            
     0.00%  python   ld-2.19.so           [.] 0x0000c178                            
     0.00%  python   ld-2.19.so           [.] 0x0000cd84                            
     0.00%  python   ld-2.19.so           [.] 0x000105b4                            
     0.00%  python   ld-2.19.so           [.] 0x000105d0                            
     0.00%  python   ld-2.19.so           [.] 0x000105d8                            
     0.00%  python   ld-2.19.so           [.] 0x000105e4                            
     0.00%  python   ld-2.19.so           [.] 0x00010a94                            
     0.00%  python   ld-2.19.so           [.] 0x00010bf8                            
     0.00%  python   ld-2.19.so           [.] 0x00010c84                            
     0.00%  python   ld-2.19.so           [.] 0x00010eb8                            
     0.00%  python   ld-2.19.so           [.] 0x000120d4                            
     0.00%  python   [kernel.kallsyms]    [k] __pte_alloc                           
     0.00%  python   [kernel.kallsyms]    [k] cap_capable                           
     0.00%  python   [kernel.kallsyms]    [k] expand_downwards                      
     0.00%  python   [kernel.kallsyms]    [k] free_pgd_range                        
     0.00%  python   [kernel.kallsyms]    [k] generic_file_mmap                     
     0.00%  python   [kernel.kallsyms]    [k] mutex_lock                            
     0.00%  python   [kernel.kallsyms]    [k] pagecache_get_page                    
     0.00%  python   [kernel.kallsyms]    [k] perf_event__output_id_sample          
     0.00%  python   [kernel.kallsyms]    [k] perf_event_comm                       
     0.00%  python   [kernel.kallsyms]    [k] put_cred_rcu                          
     0.00%  python   [kernel.kallsyms]    [k] rw_verify_area                        
     0.00%  python   [kernel.kallsyms]    [k] setup_new_exec                        
     0.00%  python   [kernel.kallsyms]    [k] tlb_finish_mmu                        
     0.00%  python   [kernel.kallsyms]    [k] total_mapping_size                    
     0.00%  python   [kernel.kallsyms]    [k] vm_stat_account                       
     0.00%  python   [kernel.kallsyms]    [k] vma_compute_subtree_gap               
     0.00%  python   [kernel.kallsyms]    [k] rcu_sched_qs                          
     0.00%  python   [kernel.kallsyms]    [k] strrchr                               
     0.00%  python   [kernel.kallsyms]    [k] __do_fault                            
     0.00%  python   [kernel.kallsyms]    [k] __down_write                          
     0.00%  python   [kernel.kallsyms]    [k] __local_bh_enable_ip                  
     0.00%  python   [kernel.kallsyms]    [k] __sched_text_start                    
     0.00%  python   [kernel.kallsyms]    [k] __task_pid_nr_ns                      
     0.00%  python   [kernel.kallsyms]    [k] __up_read                             
     0.00%  python   [kernel.kallsyms]    [k] __vma_link_file                       
     0.00%  python   [kernel.kallsyms]    [k] __vma_link_list                       
     0.00%  python   [kernel.kallsyms]    [k] _cond_resched                         
     0.00%  python   [kernel.kallsyms]    [k] anon_vma_prepare                      
     0.00%  python   [kernel.kallsyms]    [k] arch_align_stack                      
     0.00%  python   [kernel.kallsyms]    [k] arch_vma_name                         
     0.00%  python   [kernel.kallsyms]    [k] cap_mmap_addr                         
     0.00%  python   [kernel.kallsyms]    [k] cap_vm_enough_memory                  
     0.00%  python   [kernel.kallsyms]    [k] elf_map                               
     0.00%  python   [kernel.kallsyms]    [k] expand_stack                          
     0.00%  python   [kernel.kallsyms]    [k] fput                                  
     0.00%  python   [kernel.kallsyms]    [k] generic_file_readonly_mmap            
     0.00%  python   [kernel.kallsyms]    [k] hrtimer_run_pending                   
     0.00%  python   [kernel.kallsyms]    [k] inode_permission                      
     0.00%  python   [kernel.kallsyms]    [k] kernel_read                           
     0.00%  python   [kernel.kallsyms]    [k] kmalloc_slab                          
     0.00%  python   [kernel.kallsyms]    [k] lru_add_drain_cpu                     
     0.00%  python   [kernel.kallsyms]    [k] mark_page_accessed                    
     0.00%  python   [kernel.kallsyms]    [k] padzero                               
     0.00%  python   [kernel.kallsyms]    [k] page_mapping                          
     0.00%  python   [kernel.kallsyms]    [k] page_waitqueue                        
     0.00%  python   [kernel.kallsyms]    [k] perf_output_begin                     
     0.00%  python   [kernel.kallsyms]    [k] perf_output_put_handle                
     0.00%  python   [kernel.kallsyms]    [k] pid_nr_ns                             
     0.00%  python   [kernel.kallsyms]    [k] reusable_anon_vma                     
     0.00%  python   [kernel.kallsyms]    [k] task_work_add                         
     0.00%  python   [kernel.kallsyms]    [k] vma_gap_callbacks_rotate              
     0.00%  python   [kernel.kallsyms]    [k] vma_set_page_prot                     
     0.00%  python   [kernel.kallsyms]    [k] vma_wants_writenotify                 
     0.00%  python   [kernel.kallsyms]    [k] would_dump                            
     0.00%  python   [kernel.kallsyms]    [k] perf_event_exec                       
     0.00%  python   [kernel.kallsyms]    [k] free_uid                              


